id;language;gender;year;degree;access
u005472;CA;M;1961;0;No
u005473;ES;M;1957;0;Yes
u005474;CA;F;1957;1;Yes
u005475;CA;F;1966;0;Started
u005476;ES;F;1967;1;No
u005477;ES;F;1962;0;No
u005478;CA;M;1971;1;Yes
u005479;ES;F;1964;0;Started
u005480;CA;M;1965;0;No
u005481;ES;M;1966;0;Yes
u005482;ES;F;1967;0;No
u005483;CA;F;1963;0;No
u005484;ES;M;1970;0;Yes
u005485;ES;F;1973;0;Started
u005486;CA;M;1967;0;Started
u005487;CA;M;1964;0;Yes
u005488;ES;F;1963;1;Yes
u005489;ES;F;1972;0;Started
u005490;ES;M;1960;1;Yes
u005491;ES;F;1961;0;Started
u005492;ES;F;1968;1;Yes
u005493;ES;M;1975;0;Started
u005494;ES;F;1960;0;No
u005495;CA;F;1969;0;Yes
u005496;ES;M;1967;0;Started
u005497;ES;M;1968;0;No
u005498;ES;F;1969;0;Started
u005499;CA;M;1968;0;Started
u005500;ES;M;1966;0;No
u005501;ES;M;1968;0;Yes
u005502;ES;F;1976;1;Yes
u005503;ES;M;1967;1;Started
u005504;ES;M;1967;0;No
u005505;ES;M;1977;0;Started
u005506;ES;F;1964;0;Started
u005507;CA;F;1961;1;Started
u005508;ES;F;1967;0;No
u005509;ES;F;1966;0;Yes
u005510;ES;M;1971;0;No
u005511;CA;F;1972;0;No
u005512;CA;M;1970;0;Yes
u005513;ES;F;1962;0;Yes
u005514;CA;M;1970;0;Yes
u005515;CA;M;1973;0;Started
u005516;ES;M;1963;0;Started
u005517;ES;F;1977;0;Yes
u005518;ES;M;1969;0;Started
u005519;CA;M;1972;1;No
u005520;CA;F;1964;0;No
u005521;CA;M;1968;0;Started
u005522;CA;M;1961;0;No
u005523;ES;M;1974;1;No
u005524;ES;M;1963;0;Started
u005525;CA;F;1972;0;Yes
u005526;ES;M;1969;0;No
u005527;CA;F;1966;0;Started
u005528;CA;M;1971;0;Started
u005529;ES;M;1968;0;No
u005530;CA;F;1961;0;Started
u005531;ES;F;1978;0;Started
u005532;ES;F;1959;0;Started
u005533;CA;M;1977;0;No
u005534;ES;M;1972;0;Started
u005535;ES;F;1965;1;Started
u005536;ES;M;1963;0;Started
u005537;CA;M;1967;0;Yes
u005538;ES;F;1964;0;Started
u005539;CA;M;1970;1;Yes
u005540;ES;M;1968;0;Started
u005541;ES;M;1961;0;No
u005542;ES;F;1969;0;Started
u005543;ES;F;1963;0;Started
u005544;ES;M;1968;0;No
u005545;ES;F;1961;0;Yes
u005546;CA;M;1973;0;Yes
u005547;ES;M;1963;0;No
u005548;CA;M;1963;0;Started
u005549;ES;M;1971;1;Started
u005550;ES;F;1967;0;Started
u005551;CA;M;1968;0;Started
u005552;ES;F;1975;0;Yes
u005553;CA;M;1967;1;Started
u005554;CA;M;1967;1;Yes
u005555;ES;M;1967;0;Yes
u005556;ES;F;1966;1;Started
u005557;CA;M;1971;0;No
u005558;ES;F;1976;0;No
u005559;ES;F;1961;0;Started
u005560;ES;M;1964;0;Yes
u005561;CA;M;1966;0;Started
u005562;ES;F;1966;0;No
u005563;ES;M;1968;0;No
u005564;CA;F;1960;0;Started
u005565;CA;M;1969;0;Yes
u005566;CA;M;1966;1;Started
u005567;ES;F;1971;0;No
u005568;ES;F;1966;1;Started
u005569;ES;M;1966;0;No
u005570;ES;F;1972;0;No
u005571;ES;M;1964;0;Started
u005572;ES;F;1971;0;Started
u005573;ES;M;1965;0;Yes
u005574;ES;M;1973;0;Yes
u005575;ES;F;1964;0;Started
u005576;ES;M;1968;0;No
u005577;ES;M;1970;0;No
u005578;ES;M;1962;0;Started
u005579;ES;M;1969;1;Yes
u005580;ES;F;1966;0;No
u005581;ES;M;1970;0;Started
u005582;CA;M;1972;0;No
u005583;CA;M;1967;0;Started
u005584;ES;M;1966;0;Started
u005585;ES;F;1964;0;Started
u005586;CA;M;1977;0;Yes
u005587;CA;M;1961;1;Started
u005588;CA;M;1965;0;No
u005589;ES;F;1956;0;Started
u005590;ES;M;1969;0;Started
u005591;ES;M;1970;0;Started
u005592;ES;F;1960;0;No
u005593;ES;M;1967;0;No
u005594;CA;F;1976;1;Yes
u005595;ES;M;1968;0;Started
u005596;CA;F;1967;0;No
u005597;ES;F;1958;1;Yes
u005598;ES;M;1975;0;Yes
u005599;ES;F;1970;1;No
u005600;ES;M;1973;1;No
u005601;ES;F;1969;1;Started
u005602;ES;F;1959;0;Started
u005603;CA;M;1957;1;Started
u005604;CA;M;1964;0;No
u005605;ES;M;1970;0;Started
u005606;CA;M;1967;0;Started
u005607;CA;M;1958;0;Yes
u005608;ES;M;1974;0;Yes
u005609;ES;M;1967;0;Started
u005610;CA;M;1966;0;Started
u005611;CA;M;1974;0;Started
u005612;ES;F;1967;0;Yes
u005613;CA;F;1963;0;Yes
u005614;ES;F;1969;0;Yes
u005615;CA;M;1962;1;Yes
u005616;ES;M;1962;0;Started
u005617;ES;M;1961;0;Started
u005618;CA;M;1968;0;No
u005619;CA;F;1960;0;Started
u005620;ES;M;1972;1;Yes
u005621;ES;M;1965;0;Started
u005622;ES;F;1962;0;Started
u005623;ES;F;1970;1;No
u005624;CA;M;1962;0;No
u005625;ES;F;1970;1;Yes
u005626;ES;M;1965;0;Started
u005627;ES;F;1975;0;Yes
u005628;ES;F;1964;0;No
u005629;ES;M;1963;0;Started
u005630;ES;F;1969;1;Started
u005631;ES;F;1966;0;Started
u005632;ES;M;1971;0;No
u005633;ES;M;1961;0;Started
u005634;ES;M;1958;1;No
u005635;ES;M;1977;0;Yes
u005636;ES;F;1972;0;Started
u005637;ES;M;1971;0;Started
u005638;ES;M;1966;0;Yes
u005639;ES;M;1968;1;Started
u005640;ES;M;1963;0;No
u005641;CA;M;1966;0;Yes
u005642;ES;M;1963;0;No
u005643;ES;M;1973;0;No
u005644;CA;M;1968;0;Started
u005645;CA;F;1965;0;No
u005646;ES;M;1969;1;Yes
u005647;ES;M;1962;0;Started
u005648;CA;F;1966;1;No
u005649;CA;M;1967;0;No
u005650;ES;M;1970;0;No
u005651;ES;M;1973;0;Yes
u005652;ES;F;1977;0;Started
u005653;CA;M;1972;1;Started
u005654;CA;F;1964;0;No
u005655;ES;F;1974;0;Started
u005656;CA;F;1967;0;No
u005657;CA;F;1967;0;Yes
u005658;ES;F;1962;0;Started
u005659;CA;F;1967;1;Started
u005660;ES;M;1959;0;Started
u005661;CA;F;1966;1;No
u005662;ES;F;1968;0;Started
u005663;CA;M;1970;0;Yes
u005664;ES;M;1967;0;Yes
u005665;ES;F;1972;0;No
u005666;ES;M;1970;0;Started
u005667;ES;F;1958;0;Started
u005668;ES;F;1965;1;No
u005669;ES;M;1965;0;Started
u005670;CA;F;1962;0;No
u005671;ES;M;1968;1;Started
u005672;CA;M;1974;0;No
u005673;ES;M;1968;0;No
u005674;CA;M;1968;1;Started
u005675;ES;M;1965;0;No
u005676;ES;F;1962;0;No
u005677;ES;M;1956;0;Yes
u005678;CA;F;1964;0;No
u005679;ES;F;1967;0;Started
u005680;ES;F;1962;0;No
u005681;ES;F;1970;0;Started
u005682;ES;M;1966;0;Yes
u005683;ES;M;1970;0;Started
u005684;ES;M;1959;1;Started
u005685;CA;M;1962;0;Started
u005686;ES;M;1962;0;Yes
u005687;ES;M;1971;0;No
u005688;ES;M;1964;1;No
u005689;ES;M;1958;0;Started
u005690;ES;F;1966;0;Yes
u005691;ES;F;1970;0;Yes
u005692;CA;F;1963;0;No
u005693;ES;M;1967;0;Started
u005694;ES;M;1970;0;No
u005695;CA;M;1958;0;Started
u005696;ES;F;1967;0;No
u005697;CA;F;1965;0;Started
u005698;ES;M;1961;0;Started
u005699;ES;M;1959;1;Yes
u005700;ES;F;1966;0;No
u005701;ES;M;1967;1;Started
u005702;ES;M;1963;1;No
u005703;ES;M;1965;0;Started
u005704;ES;M;1964;0;No
u005705;ES;F;1967;0;Yes
u005706;ES;M;1967;0;Started
u005707;ES;F;1964;0;No
u005708;CA;F;1963;0;Yes
u005709;ES;M;1964;0;No
u005710;ES;M;1960;0;Started
u005711;ES;M;1970;0;Started
u005712;CA;M;1971;0;No
u005713;ES;F;1963;0;Yes
u005714;ES;M;1966;0;Yes
u005715;CA;M;1973;0;Yes
u005716;ES;M;1965;0;Started
u005717;CA;F;1964;0;Yes
u005718;ES;F;1966;0;Started
u005719;CA;F;1961;0;Yes
u005720;CA;F;1963;0;Yes
u005721;ES;M;1978;0;No
u005722;ES;F;1963;1;Yes
u005723;CA;F;1965;0;Started
u005724;CA;M;1969;0;Started
u005725;ES;F;1968;0;Started
u005726;CA;F;1975;0;No
u005727;ES;M;1974;0;Started
u005728;ES;F;1977;0;No
u005729;ES;M;1970;0;Yes
u005730;ES;F;1973;1;Started
u005731;CA;M;1972;0;Yes
u005732;ES;M;1979;0;No
u005733;ES;F;1962;0;Started
u005734;CA;F;1963;0;Yes
u005735;ES;F;1969;1;No
u005736;ES;F;1976;0;No
u005737;ES;M;1973;0;Started
u005738;CA;F;1965;0;Started
u005739;ES;F;1969;0;Yes
u005740;CA;F;1958;0;No
u005741;ES;M;1967;0;Yes
u005742;CA;M;1969;1;Yes
u005743;CA;F;1966;0;Started
u005744;ES;F;1964;0;Yes
u005745;ES;M;1964;0;No
u005746;CA;F;1972;0;Yes
u005747;CA;M;1971;1;Started
u005748;CA;M;1962;0;Yes
u005749;ES;M;1965;0;Started
u005750;CA;M;1970;0;Started
u005751;ES;M;1962;0;Started
u005752;CA;M;1960;0;Started
u005753;ES;F;1969;0;Started
u005754;ES;M;1968;0;Started
u005755;CA;M;1963;0;Yes
u005756;ES;F;1964;1;Yes
u005757;CA;F;1963;0;Started
u005758;ES;F;1969;1;No
u005759;ES;M;1971;0;No
u005760;CA;M;1976;0;Yes
u005761;ES;M;1969;0;Yes
u005762;ES;F;1965;1;Yes
u005763;ES;M;1967;0;Yes
u005764;CA;M;1975;0;No
u005765;CA;F;1970;0;No
u005766;ES;F;1964;0;Yes
u005767;ES;M;1965;0;Yes
u005768;CA;M;1969;0;Started
u005769;ES;M;1962;0;Started
u005770;ES;M;1967;1;No
u005771;ES;F;1961;1;Started
u005772;CA;M;1973;0;Started
u005773;CA;F;1973;0;Yes
u005774;ES;M;1967;0;No
u005775;ES;F;1967;0;Yes
u005776;ES;F;1969;1;Started
u005777;CA;M;1970;0;No
u005778;ES;F;1966;0;Started
u005779;ES;F;1970;0;Started
u005780;CA;F;1962;0;Started
u005781;ES;M;1969;0;Yes
u005782;ES;F;1960;0;Started
u005783;CA;F;1977;1;Started
u005784;CA;M;1970;1;No
u005785;ES;M;1966;0;No
u005786;CA;M;1974;0;Yes
u005787;ES;M;1968;0;Yes
u005788;CA;M;1966;0;Yes
u005789;ES;M;1964;0;Started
u005790;ES;M;1971;0;Yes
u005791;CA;F;1966;0;Started
u005792;CA;M;1971;0;Yes
u005793;ES;F;1971;0;Started
u005794;ES;M;1966;0;No
u005795;ES;F;1976;0;No
u005796;ES;M;1973;1;Yes
u005797;ES;M;1963;1;No
u005798;ES;M;1964;0;Yes
u005799;ES;M;1966;0;No
u005800;ES;F;1965;0;Started
u005801;ES;F;1966;0;Started
u005802;ES;M;1963;0;No
u005803;ES;F;1973;0;Started
u005804;ES;M;1963;0;Yes
u005805;CA;M;1964;0;Yes
u005806;ES;M;1972;0;Yes
u005807;ES;M;1963;0;Yes
u005808;CA;F;1961;0;Yes
u005809;CA;M;1966;0;Started
u005810;ES;M;1964;0;Yes
u005811;CA;M;1964;0;Yes
u005812;CA;M;1965;0;Yes
u005813;ES;M;1965;0;Yes
u005814;ES;F;1965;0;Started
u005815;ES;F;1970;0;No
u005816;CA;M;1964;0;No
u005817;CA;F;1972;1;Yes
u005818;CA;F;1972;0;Started
u005819;CA;F;1966;0;No
u005820;ES;M;1964;0;Yes
u005821;CA;M;1970;0;Yes
u005822;ES;F;1971;0;Yes
u005823;ES;M;1966;1;Started
u005824;CA;F;1957;0;Started
u005825;ES;M;1965;0;No
u005826;ES;M;1966;0;Yes
u005827;ES;F;1965;0;No
u005828;ES;F;1976;0;No
u005829;ES;M;1964;0;No
u005830;ES;M;1975;0;No
u005831;ES;F;1957;1;Yes
u005832;CA;M;1968;0;Yes
u005833;CA;F;1974;0;Yes
u005834;ES;M;1964;0;Started
u005835;CA;M;1976;0;No
u005836;CA;F;1967;0;Yes
u005837;CA;M;1958;0;Started
u005838;CA;F;1965;0;No
u005839;ES;F;1955;1;Started
u005840;ES;M;1974;0;Yes
u005841;ES;M;1971;0;Started
u005842;CA;M;1965;0;Started
u005843;ES;F;1968;0;Started
u005844;ES;M;1969;1;Yes
u005845;CA;M;1964;1;Started
u005846;CA;M;1962;1;Yes
u005847;ES;F;1962;0;Yes
u005848;ES;F;1968;1;Started
u005849;ES;M;1961;0;Started
u005850;ES;M;1967;0;Yes
u005851;ES;M;1957;0;Started
u005852;CA;F;1966;0;Yes
u005853;ES;M;1967;0;Started
u005854;ES;M;1961;0;No
u005855;CA;F;1966;0;Started
u005856;CA;M;1973;1;Yes
u005857;ES;M;1972;1;Started
u005858;ES;M;1962;0;Yes
u005859;ES;M;1965;0;No
u005860;ES;M;1960;0;Started
u005861;ES;M;1961;0;Yes
u005862;ES;F;1975;0;Started
u005863;ES;M;1964;0;Yes
u005864;CA;M;1973;1;Started
u005865;ES;M;1968;0;Started
u005866;ES;M;1962;0;Yes
u005867;ES;F;1971;0;Started
u005868;CA;F;1965;1;No
u005869;CA;F;1968;1;No
u005870;ES;F;1974;0;Yes
u005871;ES;F;1969;0;Started
u005872;ES;M;1976;0;Yes
u005873;ES;M;1963;0;Started
u005874;ES;M;1959;1;Started
u005875;ES;F;1974;0;No
u005876;CA;F;1965;0;Yes
u005877;ES;M;1971;0;Started
u005878;ES;F;1966;0;Started
u005879;ES;M;1961;1;No
u005880;CA;M;1966;0;Started
u005881;ES;F;1972;0;Started
u005882;CA;F;1967;1;Started
u005883;CA;F;1959;0;Yes
u005884;ES;M;1967;0;Started
u005885;CA;M;1966;0;No
u005886;CA;M;1958;0;Started
u005887;ES;F;1968;0;Started
u005888;CA;F;1963;0;No
u005889;ES;M;1970;0;Yes
u005890;CA;M;1972;0;Yes
u005891;ES;M;1973;1;No
u005892;ES;M;1965;0;Yes
u005893;ES;M;1966;0;Started
u005894;ES;M;1965;0;Started
u005895;CA;M;1969;0;Yes
u005896;ES;F;1972;0;Started
u005897;ES;F;1966;0;Yes
u005898;CA;F;1970;0;Yes
u005899;ES;M;1965;0;Started
u005900;ES;F;1965;0;No
u005901;ES;M;1978;0;Yes
u005902;ES;F;1967;0;Started
u005903;CA;M;1962;0;Started
u005904;ES;M;1967;0;No
u005905;ES;M;1962;1;Started
u005906;ES;F;1972;0;Yes
u005907;ES;M;1966;0;Yes
u005908;CA;M;1964;0;Yes
u005909;CA;F;1962;0;Started
u005910;CA;M;1960;0;Started
u005911;ES;M;1968;0;No
u005912;CA;F;1968;0;Yes
u005913;ES;M;1968;0;Yes
u005914;CA;M;1965;0;Yes
u005915;ES;M;1963;0;Started
u005916;ES;M;1962;1;Yes
u005917;CA;M;1964;0;Started
u005918;CA;M;1973;1;No
u005919;CA;M;1979;0;Started
u005920;ES;M;1967;0;No
u005921;ES;M;1963;0;Yes
u005922;ES;M;1961;0;No
u005923;CA;F;1965;0;No
u005924;ES;M;1978;1;Yes
u005925;ES;F;1967;0;Started
u005926;ES;M;1967;0;Started
u005927;ES;F;1962;0;No
u005928;CA;M;1966;0;No
u005929;CA;M;1969;0;Started
u005930;ES;M;1973;0;Yes
u005931;CA;F;1968;0;Started
u005932;ES;F;1969;0;Yes
u005933;ES;F;1971;0;Yes
u005934;ES;F;1956;0;Started
u005935;ES;M;1974;0;No
u005936;CA;M;1962;1;Started
u005937;ES;M;1969;0;Started
u005938;CA;M;1970;0;No
u005939;ES;F;1968;1;No
u005940;ES;F;1974;0;Yes
u005941;ES;M;1969;0;Yes
u005942;ES;M;1966;0;Yes
u005943;CA;F;1960;0;No
u005944;ES;F;1962;0;Yes
u005945;CA;F;1970;0;No
u005946;CA;F;1966;0;Started
u005947;ES;M;1968;1;No
u005948;CA;M;1971;0;Started
u005949;ES;F;1975;0;Yes
u005950;ES;M;1967;0;Yes
u005951;ES;F;1963;0;Started
u005952;ES;F;1973;1;Yes
u005953;ES;F;1958;0;Started
u005954;CA;F;1975;0;No
u005955;CA;M;1958;0;Started
u005956;ES;F;1966;0;Yes
u005957;ES;F;1965;0;No
u005958;ES;F;1962;0;Started
u005959;ES;F;1970;0;Yes
u005960;ES;M;1961;0;No
u005961;ES;F;1973;1;Started
u005962;ES;M;1968;0;No
u005963;ES;F;1978;0;Started
u005964;CA;M;1971;0;Started
u005965;ES;M;1963;0;Yes
u005966;ES;F;1972;1;Yes
u005967;CA;M;1974;0;Started
u005968;ES;F;1969;0;Yes
u005969;CA;F;1964;0;Yes
u005970;ES;M;1976;0;Yes
u005971;CA;M;1965;1;No
u005972;ES;M;1969;0;Yes
u005973;CA;F;1970;0;Started
u005974;CA;F;1967;0;Started
u005975;CA;M;1972;1;Yes
u005976;ES;M;1964;0;Yes
u005977;ES;M;1967;0;Started
u005978;CA;M;1977;0;Started
u005979;CA;M;1967;1;Yes
u005980;ES;M;1964;0;Started
u005981;ES;M;1965;0;Yes
u005982;CA;M;1965;0;Started
u005983;ES;F;1967;0;Yes
u005984;CA;M;1975;0;Started
u005985;CA;M;1964;0;No
u005986;ES;M;1961;0;Started
u005987;CA;F;1965;0;Started
u005988;ES;F;1966;1;Started
u005989;CA;M;1970;0;Yes
u005990;ES;M;1969;1;Started
u005991;CA;F;1966;0;Yes
u005992;ES;F;1967;1;Yes
u005993;ES;M;1962;1;Started
u005994;CA;F;1972;0;Started
u005995;ES;M;1971;0;Yes
u005996;CA;F;1967;0;Started
u005997;CA;F;1974;0;No
u005998;ES;F;1964;0;Yes
u005999;ES;F;1959;1;Yes
u006000;CA;F;1973;0;Yes
u006001;ES;F;1967;0;Yes
u006002;ES;M;1977;0;No
u006003;CA;M;1972;1;Started
u006004;CA;F;1966;0;Yes
u006005;ES;F;1968;0;Started
u006006;CA;F;1970;0;Yes
u006007;ES;F;1967;0;Started
u006008;ES;M;1967;0;Started
u006009;CA;F;1965;0;Yes
u006010;CA;M;1967;0;Yes
u006011;ES;M;1971;0;Yes
u006012;CA;F;1964;0;Started
u006013;ES;M;1965;0;Started
u006014;ES;M;1966;0;Started
u006015;ES;M;1969;1;Yes
u006016;ES;F;1964;0;Yes
u006017;CA;F;1959;0;No
u006018;CA;M;1971;0;Yes
u006019;ES;M;1967;0;Started
u006020;ES;M;1961;0;No
u006021;ES;M;1966;1;Started
u006022;CA;M;1963;0;Yes
u006023;ES;M;1968;1;No
u006024;CA;F;1963;1;No
u006025;ES;M;1971;0;Started
u006026;CA;M;1962;0;Started
u006027;ES;F;1962;0;No
u006028;CA;F;1969;0;Started
u006029;ES;F;1962;0;No
u006030;CA;F;1967;1;Started
u006031;CA;F;1969;0;Started
u006032;ES;F;1966;0;Yes
u006033;ES;F;1965;0;No
u006034;CA;M;1967;0;No
u006035;CA;M;1969;0;Started
u006036;ES;M;1966;0;Yes
u006037;ES;M;1961;0;No
u006038;CA;F;1962;0;No
u006039;ES;M;1963;0;No
u006040;ES;M;1969;0;Started
u006041;CA;M;1966;0;Started
u006042;ES;F;1961;0;Started
u006043;ES;M;1960;0;Started
u006044;CA;M;1967;0;Yes
u006045;ES;F;1966;0;Started
u006046;CA;F;1968;0;Started
u006047;CA;M;1969;0;No
u006048;ES;M;1976;0;Started
u006049;ES;M;1968;0;Yes
u006050;CA;F;1971;0;Yes
u006051;CA;F;1965;0;Started
u006052;CA;M;1968;0;Yes
u006053;ES;F;1969;0;No
u006054;CA;F;1969;0;Yes
u006055;ES;M;1970;1;Started
u006056;CA;M;1975;0;No
u006057;ES;F;1972;0;Yes
u006058;ES;F;1971;0;Started
u006059;ES;M;1972;0;No
u006060;ES;M;1969;0;Started
u006061;CA;M;1971;0;Yes
u006062;ES;M;1963;0;Started
u006063;CA;F;1977;0;No
u006064;CA;M;1961;0;Yes
u006065;CA;F;1970;0;Started
u006066;CA;F;1968;0;No
u006067;CA;M;1965;0;Started
u006068;CA;M;1964;0;Yes
u006069;CA;F;1964;0;Yes
u006070;CA;M;1971;0;Started
u006071;CA;F;1968;0;Yes
u006072;ES;F;1966;1;No
u006073;CA;F;1965;0;Started
u006074;ES;F;1963;1;Started
u006075;CA;M;1971;0;Started
u006076;CA;F;1973;1;No
u006077;ES;F;1961;0;No
u006078;CA;F;1973;0;Yes
u006079;ES;M;1967;1;Yes
u006080;ES;M;1963;0;Yes
u006081;CA;M;1961;1;No
u006082;ES;M;1961;0;Yes
u006083;ES;M;1968;0;Started
u006084;CA;M;1971;0;Started
u006085;ES;F;1969;0;Yes
u006086;ES;M;1967;0;No
u006087;ES;M;1967;0;No
u006088;ES;M;1960;0;Started
u006089;CA;F;1969;0;Started
u006090;ES;M;1958;0;Started
u006091;ES;M;1970;1;Started
u006092;ES;F;1971;0;Started
u006093;CA;M;1972;0;Started
u006094;ES;F;1961;0;Yes
u006095;ES;M;1970;0;Started
u006096;CA;M;1962;1;Yes
u006097;CA;M;1963;0;No
u006098;CA;M;1959;1;No
u006099;CA;M;1965;0;Yes
u006100;ES;F;1965;1;No
u006101;ES;M;1960;1;No
u006102;CA;M;1967;1;Yes
u006103;ES;F;1968;0;Started
u006104;CA;F;1960;0;No
u006105;CA;F;1972;0;No
u006106;ES;M;1959;0;No
u006107;ES;M;1972;0;No
u006108;ES;M;1967;1;Yes
u006109;CA;M;1969;0;Yes
u006110;CA;M;1962;0;Yes
u006111;CA;F;1968;0;Yes
u006112;CA;F;1967;0;Yes
u006113;ES;M;1961;0;No
u006114;CA;F;1969;1;Started
u006115;CA;F;1969;0;Started
u006116;ES;M;1973;0;Yes
u006117;ES;F;1965;0;Started
u006118;CA;M;1964;0;Started
u006119;ES;M;1970;0;Started
u006120;ES;M;1963;0;Yes
u006121;CA;M;1971;0;No
u006122;CA;F;1969;0;Started
u006123;CA;F;1966;1;No
u006124;ES;M;1973;0;No
u006125;CA;F;1964;0;Started
u006126;ES;M;1959;0;Yes
u006127;CA;M;1966;0;Started
u006128;ES;M;1973;0;No
u006129;CA;M;1964;0;Yes
u006130;ES;M;1969;0;No
u006131;ES;M;1963;1;Started
u006132;ES;F;1968;0;No
u006133;CA;F;1961;1;Yes
u006134;CA;M;1969;0;Yes
u006135;CA;F;1973;1;Yes
u006136;ES;M;1976;1;Yes
u006137;CA;F;1968;0;Started
u006138;ES;F;1960;0;Started
u006139;CA;F;1969;0;No
u006140;ES;M;1966;0;Yes
u006141;ES;M;1971;0;Started
u006142;ES;M;1967;0;Yes
u006143;ES;M;1959;0;Started
u006144;ES;M;1966;0;No
u006145;ES;F;1968;0;Started
u006146;ES;M;1969;0;Yes
u006147;ES;F;1966;0;No
u006148;ES;M;1966;0;Started
u006149;ES;M;1974;0;Yes
u006150;ES;M;1971;1;No
u006151;ES;M;1975;0;No
u006152;ES;M;1967;0;Started
u006153;CA;F;1970;0;Started
u006154;ES;F;1961;0;Yes
u006155;CA;F;1964;0;Yes
u006156;CA;F;1967;0;Started
u006157;ES;M;1961;0;No
u006158;ES;M;1969;0;Yes
u006159;ES;F;1966;0;No
u006160;ES;F;1975;0;Yes
u006161;ES;M;1964;0;No
u006162;CA;F;1961;0;Started
u006163;CA;M;1964;0;Started
u006164;CA;F;1964;1;Started
u006165;ES;M;1972;0;Started
u006166;CA;M;1971;0;Yes
u006167;ES;F;1969;0;Started
u006168;CA;M;1967;0;Yes
u006169;ES;F;1969;1;Yes
u006170;CA;M;1969;0;Yes
u006171;CA;M;1970;0;Started
u006172;CA;M;1976;0;Yes
u006173;ES;F;1964;0;No
u006174;CA;M;1969;0;Yes
u006175;ES;M;1968;0;No
u006176;ES;M;1964;0;Started
u006177;CA;F;1968;0;Started
u006178;ES;M;1961;0;Started
u006179;CA;F;1962;0;Yes
u006180;CA;M;1962;0;Yes
u006181;ES;M;1961;0;No
u006182;CA;M;1960;1;Yes
u006183;CA;M;1958;0;No
u006184;ES;F;1965;0;Started
u006185;ES;F;1962;0;Started
u006186;ES;M;1969;0;Yes
u006187;ES;M;1975;0;Started
u006188;CA;M;1968;0;Yes
u006189;CA;M;1969;1;No
u006190;ES;M;1964;0;Yes
u006191;ES;M;1967;0;Yes
u006192;ES;M;1961;0;Yes
u006193;ES;F;1967;0;No
u006194;ES;M;1964;1;Started
u006195;CA;F;1958;0;No
u006196;ES;F;1969;0;No
u006197;CA;M;1975;0;No
u006198;ES;M;1961;0;No
u006199;ES;M;1977;0;Started
u006200;CA;M;1965;0;No
u006201;CA;M;1967;0;No
u006202;ES;F;1968;1;Started
u006203;ES;F;1961;0;Yes
u006204;CA;M;1969;0;No
u006205;CA;M;1969;0;Started
u006206;ES;M;1967;0;Started
u006207;ES;F;1972;1;No
u006208;ES;F;1958;0;Yes
u006209;ES;M;1971;0;Started
u006210;CA;M;1970;1;Started
u006211;ES;F;1970;0;Yes
u006212;ES;M;1965;0;No
u006213;CA;M;1967;0;Started
u006214;ES;F;1973;0;Started
u006215;ES;M;1971;0;No
u006216;ES;M;1973;0;Started
u006217;CA;F;1963;0;No
u006218;CA;M;1965;1;No
u006219;CA;M;1968;1;Yes
u006220;ES;M;1972;0;No
u006221;CA;F;1970;0;Started
u006222;CA;F;1971;0;No
u006223;CA;F;1968;0;No
u006224;ES;M;1965;0;Started
u006225;ES;M;1963;1;Yes
u006226;ES;M;1962;0;Started
u006227;CA;M;1967;0;Yes
u006228;CA;F;1975;0;Yes
u006229;ES;M;1958;1;No
u006230;CA;M;1970;0;Yes
u006231;CA;F;1965;0;Started
u006232;CA;F;1973;0;Yes
u006233;CA;F;1968;0;Started
u006234;CA;F;1972;0;No
u006235;CA;M;1976;0;Started
u006236;CA;M;1977;1;No
u006237;ES;M;1961;0;Started
u006238;ES;F;1969;0;Yes
u006239;ES;M;1963;1;Started
u006240;CA;F;1961;0;Yes
u006241;ES;M;1967;0;Yes
u006242;CA;M;1967;1;Yes
u006243;ES;F;1974;0;Yes
u006244;ES;M;1975;0;No
u006245;ES;F;1960;0;No
u006246;ES;M;1961;1;No
u006247;ES;M;1975;0;Yes
u006248;CA;F;1967;0;Started
u006249;CA;F;1962;0;Started
u006250;CA;F;1966;0;No
u006251;CA;M;1979;0;Started
u006252;ES;M;1961;1;Yes
u006253;CA;F;1976;0;Started
u006254;CA;F;1965;0;Yes
u006255;ES;M;1972;0;Started
u006256;ES;M;1966;1;No
u006257;ES;F;1962;0;Yes
u006258;CA;F;1970;0;Started
u006259;ES;M;1963;0;Yes
u006260;ES;M;1970;0;Started
u006261;CA;M;1968;1;Started
u006262;ES;F;1967;1;No
u006263;ES;F;1963;1;Started
u006264;ES;F;1966;0;Yes
u006265;CA;F;1969;0;Yes
u006266;CA;M;1973;0;No
u006267;CA;M;1965;0;Started
u006268;ES;M;1968;0;No
u006269;ES;M;1965;1;Yes
u006270;ES;M;1959;1;Yes
u006271;CA;M;1959;1;No
u006272;CA;M;1966;0;Started
u006273;CA;M;1971;0;No
u006274;ES;F;1967;0;Started
u006275;ES;M;1962;0;Started
u006276;ES;M;1967;0;Started
u006277;CA;M;1968;0;Yes
u006278;ES;F;1972;0;Started
u006279;ES;F;1963;1;No
u006280;ES;F;1965;0;No
u006281;ES;M;1970;1;Yes
u006282;CA;M;1967;1;Started
u006283;ES;F;1962;0;Yes
u006284;CA;M;1966;0;Started
u006285;ES;F;1961;0;Started
u006286;ES;F;1966;1;No
u006287;ES;M;1962;0;No
u006288;CA;M;1970;0;No
u006289;CA;F;1968;0;No
u006290;CA;F;1967;0;Yes
u006291;ES;M;1957;0;Yes
