id;semester;course;mark
u004509;2008/2;A46;A
u004510;2018/1;A42;A
u004510;2018/1;A27;SU
u004510;2018/1;A02;NP
u004511;2005/1;A48;A
u004511;2005/1;A29;SU
u004511;2005/2;A39;NP
u004511;2005/2;A34;SU
u004511;2005/2;A12;NO
u004511;2006/1;A33;A
u004511;2006/1;A41;M
u004511;2006/1;A49;A
u004511;2006/1;A08;NP
u004511;2006/2;A08;NP
u004512;2008/1;A58;A
u004512;2008/1;A08;NO
u004513;2011/1;A53;SU
u004514;2016/1;A06;SU
u004514;2016/1;A44;NO
u004514;2016/1;A26;A
u004514;2016/2;A51;A
u004514;2016/2;A41;NP
u004514;2017/1;A11;A
u004514;2017/1;A24;A
u004514;2017/2;A15;NP
u004515;2016/1;A44;SU
u004515;2016/1;A48;NP
u004516;2022/1;A24;A
u004516;2022/1;A09;SU
u004517;2001/1;A20;A
u004517;2001/1;A48;A
u004517;2002/1;A37;SU
u004517;2002/1;A51;SU
u004517;2003/1;A16;A
u004518;2022/1;A19;SU
u004518;2022/1;A33;SU
u004518;2022/1;A44;A
u004518;2022/1;A29;SU
u004518;2022/1;A39;A
u004519;2001/1;A01;EX
u004519;2001/1;A34;SU
u004519;2001/1;A08;SU
u004519;2001/2;A52;NO
u004519;2001/2;A20;NO
u004519;2001/2;A33;A
u004519;2002/2;A50;NO
u004519;2002/2;A37;A
u004519;2002/2;A05;NO
u004519;2003/2;A38;SU
u004519;2003/2;A51;SU
u004519;2004/1;A23;SU
u004519;2004/1;A38;NO
u004519;2005/2;A56;A
u004519;2006/1;A42;A
u004519;2006/1;A18;A
u004519;2007/1;A06;NP
u004519;2007/2;A03;A
u004519;2007/2;A27;A
u004519;2009/1;A44;NP
u004519;2009/1;A26;NP
u004519;2009/2;A24;A
u004519;2010/2;A07;A
u004519;2010/2;A10;SU
u004519;2010/2;A28;NP
u004519;2011/1;A09;SU
u004519;2011/1;A31;EX
u004519;2011/2;A21;A
u004519;2011/2;A30;NO
u004519;2011/2;A60;A
u004519;2012/1;A12;SU
u004519;2013/2;A25;SU
u004519;2014/1;A11;NP
u004519;2014/1;A51;A
u004519;2014/2;A06;A
u004520;2005/1;A24;A
u004520;2005/1;A27;A
u004520;2005/1;A50;SU
u004520;2005/2;A10;SU
u004520;2005/2;A53;SU
u004520;2006/2;A35;A
u004520;2006/2;A03;SU
u004520;2007/2;A11;A
u004520;2007/2;A20;A
u004520;2008/2;A40;SU
u004520;2008/2;A03;NP
u004520;2009/2;A57;A
u004520;2009/2;A26;A
u004520;2010/2;A58;SU
u004520;2010/2;A01;NO
u004520;2011/1;A17;NO
u004520;2011/1;A29;SU
u004520;2011/1;A54;A
u004520;2012/1;A52;NO
u004520;2012/1;A03;SU
u004520;2013/1;A21;A
u004520;2013/1;A23;NO
u004520;2013/1;A44;M
u004520;2014/1;A49;NO
u004520;2014/1;A50;NO
u004520;2014/2;A14;A
u004520;2014/2;A32;NO
u004520;2015/2;A04;NP
u004520;2015/2;A48;NP
u004520;2016/2;A04;SU
u004520;2016/2;A06;EX
u004520;2016/2;A51;A
u004520;2017/2;A40;A
u004521;2011/1;A46;A
u004521;2011/2;A53;A
u004521;2011/2;A02;A
u004521;2011/2;A01;NO
u004521;2012/1;A19;A
u004521;2012/1;A42;A
u004521;2012/1;A16;NO
u004521;2012/2;A36;NP
u004521;2012/2;A11;SU
u004521;2013/1;A30;A
u004521;2013/1;A10;NP
u004521;2013/2;A56;A
u004521;2013/2;A44;A
u004521;2014/2;A11;NO
u004521;2014/2;A08;A
u004521;2015/2;A47;SU
u004521;2016/1;A47;SU
u004521;2016/1;A41;SU
u004521;2016/2;A12;NP
u004521;2017/1;A57;A
u004521;2017/1;A10;SU
u004521;2017/2;A31;A
u004522;2002/1;A16;SU
u004522;2002/1;A04;SU
u004522;2002/1;A19;SU
u004523;2020/1;A28;SU
u004524;2008/1;A12;SU
u004524;2008/1;A10;NO
u004524;2009/1;A44;SU
u004524;2009/2;A30;A
u004524;2010/2;A06;SU
u004524;2011/1;A34;A
u004524;2011/1;A37;A
u004524;2011/1;A35;SU
u004524;2011/2;A06;A
u004524;2011/2;A05;NO
u004524;2012/1;A12;SU
u004524;2012/1;A58;NP
u004525;2018/1;A29;SU
u004525;2018/1;A52;SU
u004525;2018/1;A38;NP
u004526;2015/1;A22;A
u004526;2015/1;A25;SU
u004527;2001/1;A20;SU
u004527;2001/1;A41;NP
u004527;2001/1;A19;NP
u004527;2001/2;A10;NO
u004527;2001/2;A41;SU
u004527;2001/2;A17;A
u004527;2002/1;A02;NO
u004527;2002/1;A07;SU
u004527;2002/1;A52;NP
u004527;2002/2;A01;A
u004527;2002/2;A47;SU
u004527;2003/1;A35;NO
u004527;2003/1;A48;NO
u004527;2003/1;A52;NP
u004527;2003/2;A53;SU
u004527;2004/1;A54;SU
u004527;2004/1;A56;NO
u004527;2004/1;A29;NO
u004527;2004/2;A36;A
u004527;2004/2;A21;A
u004527;2004/2;A38;A
u004527;2005/1;A24;A
u004527;2005/1;A58;A
u004527;2005/1;A07;SU
u004527;2005/1;A50;A
u004527;2005/1;A31;SU
u004527;2005/2;A19;NP
u004527;2005/2;A07;A
u004527;2006/1;A46;NP
u004527;2006/1;A06;A
u004527;2006/2;A20;SU
u004527;2006/2;A51;A
u004527;2007/1;A23;NO
u004527;2007/2;A32;A
u004527;2008/1;A04;NO
u004527;2008/1;A55;A
u004528;2007/1;A57;SU
u004528;2007/1;A48;NO
u004528;2007/1;A12;SU
u004528;2007/2;A17;A
u004528;2007/2;A12;NP
u004528;2008/1;A04;A
u004528;2008/1;A02;SU
u004528;2008/1;A18;NO
u004528;2008/2;A56;A
u004528;2008/2;A39;A
u004528;2008/2;A25;NO
u004528;2009/1;A21;A
u004528;2009/1;A49;A
u004528;2009/1;A19;NO
u004528;2009/2;A47;SU
u004528;2009/2;A05;A
u004528;2009/2;A37;M
u004528;2010/1;A02;A
u004528;2010/1;A52;NO
u004528;2010/1;A58;SU
u004528;2010/1;A20;SU
u004528;2010/2;A31;A
u004528;2010/2;A40;SU
u004529;2007/1;A42;EX
u004529;2007/1;A46;A
u004529;2007/1;A24;NP
u004529;2008/1;A18;SU
u004529;2008/1;A21;A
u004529;2008/2;A47;NO
u004529;2008/2;A51;A
u004529;2009/1;A18;SU
u004529;2009/2;A58;NO
u004529;2009/2;A57;NO
u004529;2010/2;A15;SU
u004529;2010/2;A30;A
u004529;2010/2;A07;NO
u004529;2011/2;A14;NO
u004529;2011/2;A15;NO
u004529;2012/1;A26;NP
u004529;2012/2;A18;SU
u004529;2012/2;A52;NO
u004529;2012/2;A25;NP
u004529;2013/1;A31;SU
u004529;2013/1;A49;A
u004529;2013/1;A06;NO
u004529;2013/2;A11;A
u004530;2013/1;A41;NO
u004530;2013/1;A04;NO
u004530;2014/1;A03;NP
u004530;2014/1;A27;SU
u004530;2014/2;A13;A
u004530;2014/2;A32;EX
u004530;2014/2;A18;A
u004530;2014/2;A53;EX
u004530;2015/1;A19;A
u004530;2015/1;A46;A
u004530;2015/1;A20;NP
u004530;2015/2;A05;SU
u004531;2020/1;A23;A
u004531;2020/1;A44;NO
u004531;2020/1;A48;A
u004531;2020/1;A29;A
u004531;2020/2;A58;A
u004531;2020/2;A15;SU
u004532;2003/1;A12;SU
u004532;2003/1;A23;SU
u004532;2003/1;A10;A
u004532;2003/1;A32;A
u004532;2003/2;A24;SU
u004532;2003/2;A16;NP
u004532;2003/2;A48;SU
u004532;2004/1;A04;NO
u004532;2004/1;A27;A
u004532;2004/2;A22;SU
u004532;2004/2;A20;A
u004532;2004/2;A45;SU
u004532;2005/1;A52;A
u004532;2005/1;A56;A
u004532;2005/2;A29;A
u004532;2006/1;A17;A
u004532;2006/2;A12;A
u004532;2006/2;A59;SU
u004532;2007/1;A05;A
u004532;2007/1;A53;NO
u004532;2007/1;A24;NP
u004532;2007/1;A45;A
u004532;2007/2;A25;SU
u004533;2004/2;A25;A
u004533;2004/2;A38;SU
u004533;2004/2;A44;NO
u004533;2004/2;A39;NO
u004534;2013/1;A33;NO
u004535;2002/1;A44;SU
u004535;2002/1;A48;NO
u004535;2002/2;A16;A
u004535;2002/2;A40;NO
u004535;2002/2;A57;SU
u004535;2002/2;A50;NO
u004535;2003/1;A29;A
u004535;2003/2;A57;A
u004535;2003/2;A54;NO
u004535;2003/2;A44;SU
u004535;2004/1;A56;A
u004535;2004/1;A32;A
u004535;2004/1;A31;NP
u004535;2004/2;A13;NP
u004535;2004/2;A37;NO
u004535;2005/1;A25;NP
u004535;2005/1;A58;NP
u004535;2005/1;A47;NO
u004535;2005/2;A51;SU
u004535;2005/2;A25;A
u004535;2005/2;A33;NP
u004535;2006/1;A14;A
u004535;2006/1;A42;SU
u004535;2007/1;A15;NP
u004535;2007/1;A35;A
u004535;2007/2;A22;A
u004535;2007/2;A39;NO
u004535;2007/2;A60;SU
u004535;2008/1;A44;A
u004535;2008/2;A03;A
u004535;2009/1;A17;NO
u004535;2009/1;A41;SU
u004535;2009/2;A43;A
u004536;2016/1;A43;NO
u004536;2016/1;A36;A
u004536;2016/1;A52;NP
u004536;2016/1;A03;A
u004536;2017/1;A39;A
u004536;2017/1;A30;A
u004536;2018/1;A49;A
u004536;2018/1;A52;NP
u004536;2018/1;A54;SU
u004536;2018/2;A14;A
u004536;2018/2;A06;A
u004536;2019/1;A04;SU
u004536;2019/1;A52;NO
u004536;2019/1;A27;SU
u004536;2019/2;A51;A
u004536;2019/2;A02;A
u004536;2019/2;A57;NO
u004537;2004/1;A43;NO
u004537;2004/1;A53;A
u004537;2004/1;A30;EX
u004537;2004/1;A29;A
u004537;2005/1;A55;A
u004537;2005/1;A35;NO
u004537;2005/2;A28;NO
u004537;2006/2;A38;A
u004537;2006/2;A03;A
u004537;2006/2;A11;SU
u004537;2006/2;A60;SU
u004537;2007/2;A07;A
u004537;2007/2;A25;NO
u004537;2007/2;A48;NO
u004537;2008/1;A36;A
u004537;2008/2;A26;A
u004537;2008/2;A15;SU
u004537;2009/1;A15;SU
u004538;2016/1;A18;A
u004538;2016/1;A54;NO
u004538;2016/1;A17;A
u004538;2016/1;A41;NO
u004538;2017/1;A47;A
u004538;2017/2;A10;NO
u004538;2017/2;A59;A
u004538;2017/2;A46;A
u004538;2018/2;A23;NO
u004538;2018/2;A31;A
u004538;2019/2;A12;A
u004538;2019/2;A13;A
u004538;2019/2;A25;A
u004538;2020/2;A30;A
u004538;2020/2;A07;NO
u004538;2020/2;A33;A
u004539;2005/1;A08;SU
u004539;2005/1;A33;A
u004539;2005/1;A47;SU
u004539;2005/2;A11;SU
u004539;2006/1;A45;A
u004539;2006/2;A29;A
u004539;2006/2;A37;SU
u004539;2007/1;A60;NP
u004539;2007/1;A15;EX
u004539;2007/1;A19;A
u004540;2020/2;A17;NO
u004540;2020/2;A44;A
u004540;2021/2;A45;A
u004540;2021/2;A56;NO
u004541;2021/1;A46;SU
u004541;2021/1;A46;A
u004542;2009/1;A24;A
u004542;2009/1;A49;A
u004543;2002/1;A60;EX
u004543;2002/1;A15;SU
u004543;2002/2;A08;A
u004543;2002/2;A25;NO
u004543;2003/1;A34;NO
u004543;2003/2;A27;A
u004543;2003/2;A33;A
u004543;2003/2;A58;A
u004543;2004/1;A05;A
u004543;2004/1;A31;SU
u004543;2004/2;A06;NO
u004543;2005/1;A36;SU
u004543;2005/1;A46;A
u004543;2005/2;A07;A
u004543;2005/2;A55;NO
u004543;2006/1;A15;SU
u004543;2006/1;A01;A
u004543;2006/2;A42;NO
u004543;2006/2;A57;EX
u004543;2006/2;A28;A
u004543;2007/2;A54;NO
u004543;2007/2;A02;SU
u004543;2008/1;A22;SU
u004543;2008/1;A52;A
u004543;2008/1;A24;SU
u004543;2008/1;A32;A
u004543;2008/2;A17;SU
u004543;2008/2;A12;A
u004543;2009/1;A48;NO
u004543;2009/1;A59;SU
u004543;2009/1;A51;NO
u004544;2021/2;A21;NO
u004544;2021/2;A54;A
u004544;2021/2;A35;A
u004545;2022/1;A50;NP
u004546;2011/2;A51;A
u004546;2011/2;A07;SU
u004546;2011/2;A58;A
u004546;2011/2;A27;A
u004546;2012/2;A56;NP
u004546;2012/2;A21;NP
u004546;2012/2;A33;SU
u004546;2013/1;A44;NO
u004546;2013/1;A07;SU
u004546;2013/2;A38;A
u004546;2013/2;A40;NP
u004547;2016/1;A23;SU
u004547;2016/1;A20;NO
u004547;2017/1;A40;NP
u004547;2017/1;A29;A
u004547;2017/1;A53;NO
u004547;2017/2;A23;A
u004547;2017/2;A39;NO
u004548;2005/2;A27;SU
u004548;2005/2;A10;NO
u004548;2005/2;A48;NP
u004548;2005/2;A57;SU
u004548;2006/1;A60;NP
u004548;2006/1;A50;NO
u004548;2006/2;A24;SU
u004548;2006/2;A47;A
u004548;2007/2;A25;A
u004548;2007/2;A04;NP
u004548;2007/2;A30;EX
u004548;2008/1;A06;NO
u004548;2008/1;A03;NP
u004548;2008/1;A33;SU
u004548;2008/2;A44;NO
u004548;2008/2;A57;NO
u004548;2008/2;A05;A
u004549;2012/2;A34;NP
u004549;2012/2;A54;A
u004550;2022/2;A48;A
u004551;2017/1;A23;NP
u004551;2017/1;A34;A
u004551;2017/2;A28;SU
u004551;2018/1;A45;A
u004551;2018/1;A03;A
u004551;2018/1;A15;A
u004551;2018/2;A18;A
u004551;2018/2;A12;A
u004551;2019/1;A32;A
u004551;2019/1;A44;A
u004552;2002/1;A07;EX
u004552;2002/1;A60;A
u004552;2002/2;A24;A
u004552;2003/1;A48;A
u004552;2003/1;A16;A
u004552;2003/1;A41;A
u004552;2003/2;A35;NP
u004552;2003/2;A06;A
u004552;2004/2;A04;SU
u004552;2004/2;A40;A
u004552;2004/2;A55;NP
u004552;2004/2;A43;NP
u004552;2005/1;A37;NO
u004552;2005/1;A53;A
u004552;2005/2;A32;A
u004552;2005/2;A46;NO
u004552;2005/2;A19;NO
u004553;2007/1;A32;A
u004553;2007/1;A31;NO
u004553;2007/1;A39;SU
u004553;2007/2;A11;NO
u004553;2007/2;A15;A
u004554;2006/1;A18;NO
u004554;2006/1;A06;NP
u004554;2006/2;A60;A
u004554;2006/2;A24;SU
u004554;2006/2;A49;A
u004554;2007/1;A55;NO
u004554;2007/1;A06;EX
u004554;2007/1;A31;A
u004555;2004/2;A10;EX
u004555;2004/2;A59;A
u004555;2005/1;A41;A
u004555;2005/1;A04;NO
u004555;2005/2;A06;SU
u004555;2005/2;A55;SU
u004555;2006/1;A05;A
u004555;2006/1;A57;A
u004555;2006/1;A51;A
u004555;2006/2;A28;SU
u004555;2007/1;A35;SU
u004555;2007/1;A53;SU
u004555;2007/2;A19;SU
u004555;2008/1;A44;SU
u004555;2008/1;A35;NP
u004555;2008/1;A03;A
u004555;2008/2;A45;A
u004555;2008/2;A11;NO
u004555;2009/1;A28;A
u004555;2009/1;A34;A
u004555;2009/1;A32;A
u004555;2009/1;A27;NO
u004555;2009/2;A30;SU
u004555;2009/2;A20;A
u004555;2010/1;A33;A
u004555;2010/1;A53;A
u004555;2010/1;A30;A
u004555;2010/2;A54;NO
u004555;2011/1;A43;A
u004555;2011/1;A31;NP
u004555;2011/2;A56;SU
u004555;2012/1;A38;EX
u004555;2012/1;A60;SU
u004555;2012/1;A17;NO
u004556;2009/1;A42;NP
u004556;2010/1;A57;A
u004556;2010/2;A05;NP
u004556;2010/2;A36;NP
u004556;2010/2;A52;A
u004556;2011/2;A36;A
u004556;2011/2;A26;NP
u004556;2012/1;A35;SU
u004556;2012/1;A21;A
u004556;2012/2;A12;A
u004556;2012/2;A05;A
u004556;2012/2;A53;A
u004556;2013/1;A38;NP
u004556;2013/1;A20;A
u004556;2013/2;A47;A
u004556;2013/2;A28;SU
u004557;2016/2;A30;NO
u004558;2015/1;A21;NO
u004558;2015/1;A02;A
u004558;2015/1;A30;SU
u004558;2015/1;A20;A
u004558;2015/2;A48;A
u004558;2015/2;A59;A
u004558;2016/1;A31;A
u004558;2016/2;A03;NP
u004559;2021/1;A52;NP
u004559;2021/1;A51;A
u004559;2021/1;A09;NP
u004560;2010/1;A44;SU
u004560;2010/1;A20;A
u004560;2010/1;A34;NP
u004560;2011/1;A49;NO
u004560;2011/1;A11;SU
u004560;2011/2;A59;NO
u004560;2011/2;A56;SU
u004560;2011/2;A50;SU
u004560;2012/1;A01;NP
u004560;2012/1;A25;NP
u004560;2012/1;A38;NP
u004560;2012/2;A38;A
u004560;2012/2;A13;NP
u004560;2013/1;A06;EX
u004560;2013/1;A01;NP
u004561;2013/2;A12;SU
u004561;2013/2;A39;A
u004561;2013/2;A43;SU
u004561;2014/1;A28;A
u004561;2014/1;A52;NO
u004561;2014/1;A29;A
u004561;2014/2;A09;SU
u004561;2014/2;A59;A
u004561;2014/2;A12;NO
u004561;2014/2;A05;A
u004561;2015/1;A08;A
u004561;2015/2;A43;A
u004561;2015/2;A31;A
u004562;2004/1;A27;A
u004562;2004/1;A56;A
u004562;2004/1;A17;SU
u004562;2005/1;A34;NP
u004562;2005/2;A13;SU
u004562;2005/2;A60;A
u004562;2005/2;A25;SU
u004562;2006/1;A57;SU
u004562;2007/1;A44;A
u004562;2007/1;A23;A
u004562;2007/2;A01;EX
u004562;2007/2;A09;A
u004562;2007/2;A50;A
u004562;2008/2;A35;SU
u004562;2008/2;A31;SU
u004562;2008/2;A04;SU
u004562;2008/2;A38;SU
u004562;2009/2;A40;SU
u004562;2009/2;A10;A
u004562;2010/1;A45;NO
u004562;2010/1;A26;SU
u004562;2010/2;A02;A
u004562;2010/2;A11;A
u004562;2010/2;A51;SU
u004562;2011/2;A41;A
u004562;2011/2;A26;NO
u004562;2012/1;A52;A
u004562;2012/1;A57;A
u004562;2012/1;A30;SU
u004562;2013/1;A17;A
u004562;2013/1;A06;A
u004562;2013/1;A55;SU
u004562;2013/2;A07;A
u004562;2013/2;A43;NO
u004562;2014/2;A39;NP
u004563;2010/1;A59;SU
u004563;2010/1;A56;A
u004563;2010/1;A08;NO
u004563;2010/2;A32;A
u004563;2010/2;A52;NP
u004563;2011/1;A27;NP
u004563;2011/1;A48;NP
u004563;2011/1;A24;NP
u004563;2011/1;A17;A
u004563;2011/1;A33;NP
u004563;2011/2;A25;A
u004563;2011/2;A49;A
u004563;2011/2;A37;A
u004563;2012/1;A06;A
u004563;2012/1;A03;SU
u004563;2012/1;A40;SU
u004563;2012/2;A51;A
u004563;2012/2;A48;SU
u004563;2013/1;A02;SU
u004563;2013/2;A44;A
u004563;2013/2;A39;SU
u004563;2014/1;A52;SU
u004563;2014/1;A10;NP
u004563;2014/2;A20;NP
u004563;2015/1;A45;A
u004563;2015/1;A53;NP
u004563;2015/1;A33;A
u004563;2015/2;A11;NO
u004563;2016/1;A23;SU
u004563;2016/1;A59;NO
u004564;2009/1;A59;SU
u004564;2009/1;A06;NO
u004564;2009/2;A37;SU
u004564;2009/2;A52;SU
u004564;2009/2;A38;A
u004564;2010/1;A08;A
u004564;2010/1;A27;NO
u004564;2010/2;A49;NO
u004564;2010/2;A50;EX
u004564;2011/1;A34;A
u004564;2011/1;A37;NO
u004564;2011/1;A56;NO
u004564;2011/1;A58;NO
u004564;2011/1;A12;SU
u004564;2011/2;A36;A
u004564;2011/2;A14;A
u004564;2011/2;A07;A
u004564;2012/1;A52;A
u004564;2012/2;A10;SU
u004564;2013/1;A41;SU
u004564;2013/1;A60;A
u004564;2013/2;A42;NO
u004564;2013/2;A21;SU
u004564;2013/2;A12;SU
u004564;2013/2;A51;SU
u004564;2013/2;A47;NP
u004564;2014/1;A16;SU
u004564;2014/2;A01;SU
u004564;2014/2;A43;NO
u004564;2014/2;A47;A
u004565;2018/2;A14;A
u004565;2018/2;A45;SU
u004565;2019/1;A04;NO
u004565;2019/1;A07;NP
u004565;2019/2;A46;NP
u004566;2011/1;A01;NO
u004566;2011/2;A43;SU
u004566;2011/2;A59;SU
u004566;2011/2;A33;NP
u004566;2011/2;A50;SU
u004566;2012/1;A25;SU
u004566;2012/1;A09;SU
u004566;2012/1;A59;A
u004566;2012/2;A30;A
u004566;2013/1;A04;EX
u004566;2013/1;A05;SU
u004566;2013/1;A29;EX
u004566;2013/1;A08;NO
u004567;2022/1;A48;A
u004568;2008/1;A33;NP
u004568;2008/1;A07;NO
u004568;2008/2;A17;A
u004568;2008/2;A46;A
u004568;2008/2;A55;NP
u004568;2008/2;A49;A
u004568;2008/2;A03;NO
u004568;2009/1;A21;NO
u004568;2009/2;A35;A
u004568;2009/2;A48;SU
u004568;2010/1;A15;SU
u004568;2010/1;A01;A
u004568;2010/1;A27;A
u004568;2010/2;A26;NP
u004568;2010/2;A34;NO
u004568;2011/1;A20;NO
u004568;2011/1;A12;A
u004568;2011/1;A33;A
u004568;2011/2;A04;SU
u004568;2011/2;A09;A
u004568;2012/1;A40;NP
u004568;2012/1;A43;NP
u004568;2012/1;A24;NP
u004569;2015/1;A60;A
u004569;2015/1;A18;SU
u004569;2015/1;A01;A
u004569;2015/2;A13;SU
u004569;2015/2;A59;NO
u004569;2015/2;A08;A
u004570;2007/1;A60;NP
u004570;2007/1;A38;A
u004570;2007/1;A12;A
u004571;2015/1;A22;A
u004571;2015/1;A27;NP
u004572;2011/1;A40;NP
u004572;2011/1;A51;NP
u004572;2011/1;A28;NP
u004572;2011/1;A47;A
u004572;2011/2;A15;NO
u004572;2011/2;A41;NO
u004572;2012/1;A39;NO
u004572;2012/1;A28;NO
u004572;2012/1;A56;A
u004572;2013/1;A50;A
u004572;2013/1;A35;M
u004572;2013/1;A17;NP
u004572;2013/1;A11;NP
u004572;2013/2;A19;A
u004572;2013/2;A32;NP
u004572;2014/1;A58;A
u004572;2014/1;A11;A
u004572;2014/1;A59;A
u004573;2012/1;A34;A
u004573;2012/2;A13;NP
u004573;2013/1;A54;NP
u004573;2013/1;A50;A
u004573;2013/1;A32;A
u004573;2013/2;A18;A
u004573;2013/2;A36;SU
u004573;2013/2;A12;NP
u004573;2014/1;A13;SU
u004573;2014/1;A23;SU
u004574;2001/1;A56;NO
u004574;2001/1;A59;SU
u004574;2001/1;A37;A
u004574;2001/1;A36;SU
u004574;2001/2;A16;SU
u004574;2002/1;A24;NP
u004574;2002/1;A53;SU
u004574;2003/1;A36;A
u004574;2003/1;A06;SU
u004574;2003/1;A45;SU
u004574;2004/1;A39;A
u004574;2004/1;A08;NO
u004574;2004/1;A48;NO
u004574;2004/2;A44;A
u004575;2010/1;A07;NO
u004575;2010/1;A58;SU
u004575;2011/1;A08;A
u004575;2011/1;A19;A
u004575;2011/1;A57;A
u004575;2011/1;A59;NP
u004576;2013/1;A14;A
u004576;2013/1;A12;A
u004577;2003/1;A13;SU
u004577;2003/1;A27;SU
u004577;2003/1;A06;A
u004577;2003/2;A24;A
u004577;2003/2;A49;NP
u004577;2004/1;A14;A
u004577;2004/1;A46;A
u004577;2004/1;A08;A
u004577;2004/1;A23;A
u004577;2004/2;A07;A
u004577;2005/1;A12;NP
u004577;2005/1;A16;A
u004577;2005/1;A36;NO
u004577;2005/1;A05;A
u004577;2005/2;A18;SU
u004577;2005/2;A15;A
u004577;2005/2;A44;SU
u004577;2006/1;A43;NP
u004578;2002/1;A28;NO
u004578;2003/1;A08;SU
u004578;2003/1;A14;SU
u004578;2003/2;A50;NO
u004578;2004/2;A49;NP
u004578;2004/2;A45;SU
u004578;2004/2;A38;A
u004578;2005/1;A37;SU
u004578;2005/1;A51;A
u004578;2005/1;A13;A
u004578;2005/1;A31;NO
u004578;2005/2;A04;NP
u004578;2005/2;A55;SU
u004578;2005/2;A04;NO
u004578;2006/1;A09;A
u004579;2019/1;A18;A
u004579;2019/1;A59;NO
u004579;2019/1;A51;A
u004579;2020/1;A16;A
u004579;2020/1;A35;SU
u004580;2003/2;A51;A
u004580;2003/2;A34;M
u004580;2003/2;A27;NP
u004580;2004/1;A38;NO
u004580;2004/1;A22;NO
u004581;2007/1;A32;A
u004581;2007/1;A03;A
u004581;2007/1;A08;A
u004581;2008/1;A59;A
u004581;2008/1;A38;SU
u004581;2008/1;A28;A
u004581;2008/1;A49;A
u004582;2007/1;A15;NO
u004582;2007/1;A20;NP
u004582;2007/2;A33;A
u004582;2007/2;A52;NP
u004582;2007/2;A34;NO
u004582;2007/2;A53;NO
u004583;2016/1;A10;SU
u004583;2016/1;A59;A
u004583;2016/2;A10;A
u004583;2016/2;A54;A
u004583;2016/2;A53;SU
u004583;2016/2;A27;SU
u004584;2006/1;A57;A
u004584;2006/1;A21;NP
u004584;2006/1;A52;SU
u004584;2006/2;A21;SU
u004584;2006/2;A15;A
u004584;2006/2;A51;A
u004585;2018/2;A41;A
u004585;2018/2;A45;M
u004585;2018/2;A22;A
u004586;2003/1;A44;A
u004586;2003/1;A20;A
u004586;2003/1;A43;A
u004586;2003/1;A49;NP
u004586;2003/2;A39;NP
u004586;2004/1;A30;NP
u004586;2004/1;A09;NO
u004586;2004/2;A38;A
u004586;2004/2;A60;A
u004586;2005/1;A13;SU
u004586;2005/1;A27;A
u004586;2005/1;A04;A
u004586;2005/1;A21;SU
u004586;2005/2;A16;A
u004586;2005/2;A48;A
u004586;2005/2;A25;NP
u004586;2006/1;A58;NP
u004586;2006/1;A25;NO
u004586;2006/2;A28;NO
u004586;2006/2;A15;NP
u004586;2007/1;A30;SU
u004586;2007/1;A47;A
u004586;2007/2;A50;SU
u004586;2007/2;A23;A
u004586;2008/1;A30;EX
u004586;2008/2;A08;A
u004586;2009/1;A33;SU
u004586;2009/2;A58;NP
u004586;2009/2;A07;A
u004586;2010/1;A45;A
u004586;2010/1;A58;NO
u004586;2010/2;A01;A
u004586;2011/1;A46;NO
u004586;2011/1;A15;A
u004587;2001/1;A39;A
u004587;2001/1;A03;SU
u004587;2001/1;A27;A
u004587;2001/2;A13;NO
u004587;2001/2;A43;SU
u004587;2001/2;A46;EX
u004587;2001/2;A26;A
u004587;2001/2;A14;A
u004587;2002/1;A60;M
u004587;2002/1;A37;NP
u004587;2002/1;A29;NO
u004587;2002/1;A10;A
u004587;2002/2;A56;NP
u004587;2002/2;A32;NP
u004587;2002/2;A04;SU
u004587;2003/1;A53;NP
u004587;2003/1;A11;NP
u004587;2003/2;A22;NO
u004587;2003/2;A50;NP
u004587;2004/1;A06;NO
u004587;2004/1;A42;A
u004587;2004/2;A15;SU
u004587;2005/1;A01;NO
u004587;2005/1;A05;SU
u004587;2005/2;A12;A
u004587;2005/2;A54;NP
u004587;2005/2;A32;NO
u004587;2005/2;A37;NP
u004587;2006/1;A47;NP
u004587;2006/1;A30;SU
u004587;2006/1;A41;A
u004587;2007/1;A49;A
u004587;2007/1;A51;NP
u004587;2007/2;A54;EX
u004587;2007/2;A59;A
u004587;2008/1;A48;NP
u004587;2008/1;A34;A
u004587;2008/2;A28;SU
u004587;2008/2;A43;EX
u004587;2009/1;A15;NP
u004587;2009/1;A40;A
u004587;2009/2;A47;NO
u004587;2009/2;A20;M
u004587;2011/1;A18;EX
u004587;2011/1;A19;NO
u004587;2011/1;A08;SU
u004587;2011/2;A09;A
u004587;2011/2;A21;SU
u004587;2012/1;A15;A
u004587;2012/1;A52;A
u004587;2012/1;A07;NP
u004588;2017/1;A13;SU
u004588;2017/1;A46;NP
u004588;2017/1;A26;SU
u004588;2017/1;A16;SU
u004588;2017/1;A15;NO
u004588;2018/1;A42;SU
u004588;2018/2;A25;SU
u004588;2018/2;A22;A
u004588;2019/2;A36;SU
u004589;2018/2;A52;SU
u004589;2018/2;A40;SU
u004589;2018/2;A02;NO
u004589;2019/1;A52;SU
u004589;2020/1;A24;NP
u004589;2020/1;A04;A
u004589;2020/2;A32;SU
u004589;2020/2;A39;A
u004590;2003/2;A01;A
u004590;2003/2;A39;NP
u004591;2006/1;A27;NO
u004591;2006/1;A17;SU
